#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 50700.000000 1.080125 1.178010 0.093524
 50800.000000 1.036707 1.341254 0.250179
 50900.000000 1.140167 1.362253 0.247026
 51000.000000 1.190207 1.260818 0.452297
 51100.000000 1.103254 1.341747 0.401046
 51200.000000 1.067884 1.239169 0.392808
 51300.000000 1.122419 1.323265 0.413069
 51400.000000 1.155643 1.383702 0.311386
 51500.000000 1.078976 1.441154 0.428922
 51600.000000 1.129869 1.263040 0.215123
 51700.000000 1.259985 1.308050 0.441165
 51800.000000 1.352838 1.359920 0.426073
 51900.000000 1.177374 1.417741 0.405338
 52000.000000 1.145611 1.339245 0.233451
 52100.000000 1.222032 1.347460 0.343290
 52200.000000 1.046584 1.402126 0.295153
 52300.000000 1.143710 1.561301 0.317520
 52400.000000 1.314182 1.511193 0.299579
 52500.000000 1.262132 1.558402 0.313908
 52600.000000 1.306601 1.532264 0.374277
 52700.000000 1.229703 1.419937 0.348567
 52800.000000 1.144142 1.416926 0.373453
 52900.000000 1.227652 1.622959 0.571963
 53000.000000 1.211139 1.699044 0.279853
 53100.000000 1.033307 1.258321 0.218807
 53200.000000 1.310446 1.549914 0.444898
 53300.000000 1.426076 1.583950 0.338516
 53400.000000 1.312472 1.697218 0.324764
 53500.000000 1.253329 1.724468 0.330961
 53600.000000 1.123957 1.671715 0.370996
 53700.000000 1.165075 1.553620 0.437882
 53800.000000 1.110095 1.568497 0.244190
 53900.000000 1.280005 1.543816 0.299422
 54000.000000 1.228843 1.562090 0.241749
 54100.000000 1.159419 1.566995 0.229649
 54200.000000 1.253732 1.593154 0.476634
 54300.000000 1.355498 1.640662 0.562201
 54400.000000 1.079430 1.688032 0.362236
 54500.000000 1.173623 1.802185 0.381853
 54600.000000 1.043696 1.481452 0.308818
 54700.000000 1.133756 1.577323 0.480459
 54800.000000 1.164520 1.580082 0.367945
 54900.000000 1.109043 1.668709 0.416289
 55000.000000 1.294222 1.695982 0.295075
 55100.000000 1.394763 1.614400 0.338323
 55200.000000 1.405490 1.592372 0.252841
 55300.000000 1.326667 1.472633 0.304608
 55400.000000 1.308585 1.455139 0.241206
 55500.000000 1.360509 1.580782 0.321342
 55600.000000 1.357217 1.404129 0.273277
 55700.000000 1.522826 1.394088 0.196192
 55800.000000 1.365524 1.492766 0.205027
 55900.000000 1.437567 1.430249 0.271739
 56000.000000 1.379253 1.460672 0.207649
 56100.000000 1.341281 1.620276 0.290305
 56200.000000 1.458385 1.542600 0.335850
 56300.000000 1.476046 1.576707 0.341813
 56400.000000 1.490248 1.692524 0.246997
 56500.000000 1.391962 1.506693 0.214071
 56600.000000 1.366237 1.561559 0.219188
 56700.000000 1.420023 1.363278 0.147263
 56800.000000 1.447994 1.430304 0.350423
 56900.000000 1.358226 1.415065 0.403283
