#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 53200.000000 1.310446 -1.591679 -2.696694
 53300.000000 1.426076 -1.557642 -2.803076
 53400.000000 1.312472 -1.444374 -2.816828
 53500.000000 1.253329 -1.417124 -2.810632
 53600.000000 1.123957 -1.469878 -2.770597
 53700.000000 1.165075 -1.587973 -2.703711
 53800.000000 1.110095 -1.573096 -2.897402
 53900.000000 1.280005 -1.597776 -2.842171
 54000.000000 1.228843 -1.579502 -2.899843
 54100.000000 1.159419 -1.574598 -2.911943
 54200.000000 1.253732 -1.548438 -2.664959
 54300.000000 1.355498 -1.500931 -2.579392
 54400.000000 1.079430 -1.453561 -2.779357
 54500.000000 1.173623 -1.339408 -2.759739
 54600.000000 1.043696 -1.660141 -2.832775
 54700.000000 1.133756 -1.564269 -2.661133
 54800.000000 1.164520 -1.561511 -2.773648
 54900.000000 1.109043 -1.472884 -2.725304
 55000.000000 1.294222 -1.445610 -2.846518
 55100.000000 1.394763 -1.527193 -2.803270
 55200.000000 1.405490 -1.549220 -2.888751
 55300.000000 1.326667 -1.668960 -2.836984
 55400.000000 1.308585 -1.686454 -2.900387
 55500.000000 1.360509 -1.560811 -2.820251
 55600.000000 1.357217 -1.737464 -2.868316
 55700.000000 1.522826 -1.747504 -2.945401
 55800.000000 1.365524 -1.648826 -2.936566
 55900.000000 1.437567 -1.711343 -2.869853
 56000.000000 1.379253 -1.680920 -2.933944
 56100.000000 1.341281 -1.521316 -2.851288
 56200.000000 1.458385 -1.598993 -2.805742
 56300.000000 1.476046 -1.564885 -2.799780
 56400.000000 1.490248 -1.449069 -2.894595
 56500.000000 1.391962 -1.634899 -2.927521
